35,1,0,0,0,4.66,38,0.232,0.102,4,8,5,0.719,6,0
34,0,1,0,18,5.81,78,0.646,0.729,0,5,2,0.482,3,0
32,0,1,1,18,5.07,88,0.655,0.712,5,7,0,0.01,5,0
34,1,1,0,18,3.72,88,0.252,0.208,4,7,5,0.776,10,0
62,0,0,0,24,5.51,43,0.212,0.263,4,9,2,0.327,5,0
59,0,0,1,24,6.28,44,0.706,0.427,10,6,4,0.652,5,0
36,0,1,1,0,4.66,69,0.767,0.537,6,5,2,0.659,7,0
37,0,0,1,12,4.43,86,0.734,0.975,10,5,0,0.224,0,0
35,1,1,1,24,4.02,49,0.705,0.658,5,2,3,0.61,0,0
37,1,1,1,0,3.95,40,0.203,0.423,4,7,1,0.274,4,0
63,1,0,1,24,5.79,68,0.357,0.274,1,8,2,0.033,10,0
44,1,0,1,0,5.24,81,0.647,0.201,10,9,4,0.27,8,0
59,1,1,1,18,4.16,71,0.261,0.809,7,8,1,0.324,6,0
46,0,1,1,24,3.82,58,0.571,0.071,1,10,4,0.962,0,0
33,0,0,1,12,3.8,74,0.822,0.141,3,6,0,0.783,7,0
44,0,0,0,12,4.03,51,0.659,0.513,5,7,4,0.069,2,0
37,0,1,0,24,3.81,36,0.739,0.339,9,2,1,0.962,4,0
52,0,0,1,12,4.01,45,0.697,0.269,9,4,1,0.768,3,0
66,0,1,0,24,3.8,33,0.252,0.471,10,4,1,0.321,9,0
48,0,1,1,12,5.42,63,0.837,0.661,8,0,5,0.834,3,0
43,0,1,1,0,5.91,66,0.941,0.554,5,6,5,0.53,3,0
64,0,0,1,18,3.64,84,0.448,0.287,8,8,0,0.582,7,0
32,1,0,0,18,3.57,36,0.962,0.583,5,10,0,0.64,9,0
44,0,1,1,24,4.51,81,0.202,0.897,0,1,1,0.469,4,0
62,0,0,1,0,5.57,64,0.6,0.76,10,1,5,0.311,8,0
39,0,0,1,18,4.26,57,0.384,0.309,1,5,1,0.219,8,0
48,1,0,1,18,4.59,61,0.918,0.956,3,4,2,0.607,7,0
57,0,1,0,0,4.12,33,0.204,0.455,6,6,1,0.783,2,0
50,1,0,0,18,5.65,74,0.766,0.147,7,6,5,0.517,5,0
60,1,0,0,12,5.41,77,0.597,0.528,4,4,0,0.281,9,0
58,1,0,0,12,4.76,74,0.711,0.53,8,8,1,0.543,5,0
45,1,1,0,0,4.77,71,0.885,0.398,4,9,0,0.986,0,0
42,1,1,0,12,4.05,80,0.467,0.332,10,3,1,0.053,10,0
51,0,0,0,12,4.36,36,0.238,0.069,5,5,0,0.538,7,0
33,1,1,0,12,5.72,83,0.944,0.727,5,4,4,0.747,1,0
51,0,1,1,12,5.94,41,0.9,0.363,10,4,5,0.358,4,0
34,1,0,1,12,4.45,55,0.33,0.549,7,1,5,0.926,9,0
45,0,0,0,24,4.45,76,0.789,0.492,6,6,3,0.697,1,0
32,0,1,0,0,6.0,65,0.598,0.234,0,4,2,0.964,2,0
54,0,0,1,18,5.69,83,0.487,0.686,2,10,5,0.466,6,0
59,1,1,1,18,4.31,64,0.938,0.52,10,3,4,0.847,9,0
43,1,1,0,18,3.97,37,0.285,0.784,5,3,1,0.99,8,0
34,1,1,0,0,5.35,65,0.985,0.285,6,3,1,0.961,8,0
35,0,0,1,24,4.64,61,0.21,0.846,3,6,4,0.482,1,0
60,0,1,0,12,5.9,87,0.96,0.551,5,2,1,0.746,3,0
56,0,1,1,18,4.95,52,0.449,0.419,5,5,3,0.174,9,0
54,0,0,1,18,4.28,69,0.844,0.644,9,4,5,0.978,10,0
63,1,1,0,12,3.85,60,0.248,0.736,9,10,2,0.863,8,0
48,0,0,0,0,5.19,79,0.283,0.581,6,5,5,0.047,0,0
41,0,1,1,24,5.59,52,0.763,0.706,10,1,0,0.487,1,0
36,1,0,0,0,4.16,80,0.618,0.055,1,3,4,0.009,9,0
36,1,1,0,12,5.78,73,0.429,0.975,9,9,3,0.99,5,0
32,0,0,0,0,6.03,34,0.684,0.863,0,7,4,0.244,8,0
60,1,0,1,0,5.53,34,0.282,0.249,3,4,2,0.727,6,0
46,1,1,1,18,4.21,34,0.48,0.504,5,8,5,0.731,4,0
37,1,1,0,18,5.06,70,0.458,0.961,0,1,5,0.433,0,0
57,1,0,1,12,3.65,77,0.335,0.987,0,4,1,0.472,1,0
58,0,0,1,0,3.83,39,0.753,0.966,5,8,5,0.227,2,0
34,0,0,1,0,6.07,58,0.877,0.693,7,0,0,0.83,5,0
38,0,1,0,0,5.57,66,0.835,0.455,9,9,2,0.443,8,0
33,0,0,0,12,3.64,51,0.548,0.363,9,9,4,0.52,7,0
39,1,0,1,24,5.35,61,0.67,0.596,5,9,5,0.149,7,0
50,1,1,1,0,4.34,86,0.871,0.516,6,2,1,0.741,6,0
40,1,0,1,24,3.89,33,0.662,0.649,6,2,4,0.198,1,0
43,0,1,0,24,4.56,88,0.824,0.534,4,6,2,0.734,9,0
38,1,1,0,18,6.28,76,0.667,0.561,7,0,5,0.435,9,0
45,0,1,0,12,4.93,72,0.676,0.741,6,6,0,0.255,1,0
58,0,0,1,18,5.54,42,0.722,0.519,0,10,2,0.037,9,0
33,1,0,1,24,4.46,32,0.83,0.073,10,4,0,0.849,2,0
33,0,1,0,18,4.37,59,0.58,0.632,7,4,3,0.552,2,0
57,1,0,0,18,5.16,52,0.907,0.918,2,6,0,0.831,4,0
61,0,1,0,24,6.26,61,0.334,0.875,4,4,5,0.627,2,0
41,1,1,0,0,4.41,85,0.917,0.045,7,1,3,0.196,0,0
35,0,0,0,12,4.35,53,0.987,0.72,1,7,1,0.151,1,0
37,1,1,1,12,5.56,69,0.311,0.164,8,3,3,0.139,5,0
64,1,1,1,18,5.1,86,0.918,0.364,10,4,2,0.774,1,0
39,1,0,1,12,6.21,47,0.437,0.3,10,7,5,0.832,8,0
40,0,1,0,18,4.42,56,0.524,0.936,5,5,4,0.609,10,0
51,1,0,1,18,4.93,79,0.817,0.925,5,8,2,0.016,0,0
54,0,1,1,24,4.75,72,0.234,0.917,2,9,2,0.905,3,0
51,1,0,1,12,3.8,34,0.813,0.532,1,6,2,0.955,10,0
59,1,0,1,18,5.89,41,0.862,0.119,2,3,4,0.257,6,0
60,0,0,1,18,5.95,38,0.841,0.052,9,7,0,0.741,10,0
60,1,0,0,12,6.14,55,0.668,0.442,6,5,5,0.571,6,0
55,0,0,0,18,5.69,87,0.746,0.938,0,10,0,0.052,5,0
66,1,0,1,12,4.22,77,0.333,0.064,4,3,3,0.023,2,0
44,0,0,1,12,3.98,84,0.816,0.437,10,7,0,0.063,6,0
45,1,1,0,12,5.44,33,0.632,0.396,2,4,3,0.681,6,0
38,1,1,1,0,3.68,71,0.217,0.333,1,10,1,0.795,7,0
43,1,1,1,0,6.33,56,0.946,0.39,5,7,2,0.145,10,0
65,0,1,0,24,4.28,44,0.443,0.619,7,0,2,0.229,0,0
42,0,1,1,24,6.12,52,0.463,0.807,4,9,5,0.425,7,0
35,0,0,0,12,3.97,37,0.502,0.523,5,9,0,0.543,10,0
34,0,1,1,12,6.08,73,0.661,0.053,3,0,2,0.061,0,0
51,1,1,1,24,5.48,47,0.914,0.913,2,1,2,0.265,2,0
55,1,1,0,24,3.58,84,0.688,0.073,8,0,5,0.727,8,0
56,1,0,1,12,4.83,35,0.335,0.728,5,0,3,0.47,6,0
39,0,0,1,18,4.66,63,0.596,0.816,5,3,2,0.398,3,0
63,1,1,1,24,3.92,71,0.407,0.627,2,0,1,0.541,9,0
39,0,1,1,18,3.94,78,0.5,0.982,7,0,2,0.122,0,0
35,1,1,1,18,4.4,83,0.373,0.842,1,7,0,0.248,10,0
58,1,0,1,18,3.88,84,0.915,0.005,2,9,5,0.293,4,0
40,1,1,1,18,3.73,40,0.799,0.065,0,1,4,0.863,4,0
42,0,1,1,18,4.26,39,0.548,0.028,4,9,5,0.673,0,0
63,1,0,0,0,5.41,68,0.793,0.461,6,6,2,0.994,3,0
48,0,0,0,0,6.0,87,0.45,0.466,8,4,3,0.042,6,0
66,0,0,0,18,3.64,69,0.765,0.892,9,8,5,0.445,0,0
52,1,1,1,18,5.25,57,0.868,0.818,8,10,0,0.58,9,0
48,1,1,1,0,4.51,78,0.235,0.419,4,2,2,0.277,7,0
36,1,1,1,12,5.7,69,0.718,0.603,2,2,4,0.201,7,0
42,1,1,0,24,4.59,86,0.322,0.397,3,2,2,0.545,1,0
45,1,1,0,0,3.5,73,0.635,0.688,2,9,3,0.981,7,0
34,0,0,0,0,4.57,58,0.637,0.779,9,9,0,0.476,3,0
59,0,1,1,0,3.6,84,0.229,0.805,4,0,4,0.653,10,0
55,0,1,1,18,5.21,46,0.87,0.049,10,6,4,0.2,1,0
36,0,1,0,12,4.3,75,0.337,0.201,5,9,5,0.858,2,0
52,1,1,0,18,5.46,34,0.393,0.685,7,9,5,0.395,3,0
34,1,0,0,24,4.1,64,0.892,0.888,10,5,4,0.921,9,0
62,0,0,0,0,5.02,86,0.42,0.207,3,5,5,0.767,0,0
47,1,1,1,0,4.04,41,0.674,0.956,6,1,1,0.248,3,0
32,0,0,1,18,4.82,32,0.224,0.338,8,9,0,0.697,0,0
60,1,0,1,18,5.0,32,0.918,0.9,8,1,0,0.457,9,0
41,0,0,0,24,4.14,52,0.844,0.327,2,3,3,0.063,5,0
66,1,1,0,0,4.67,62,0.616,0.787,4,0,1,0.734,3,0
63,1,0,1,12,6.09,61,0.509,0.745,1,0,0,0.784,10,0
47,0,0,1,18,6.12,88,0.979,0.95,4,9,5,0.783,10,0
41,0,1,0,24,5.51,75,0.504,0.913,8,6,3,0.374,4,0
35,0,0,0,0,6.42,32,0.481,0.502,8,7,1,0.163,0,0
58,1,1,0,0,3.59,68,0.295,0.534,10,2,3,0.137,3,0
61,1,0,1,12,6.29,42,0.777,0.113,8,9,1,0.657,0,0
41,0,0,1,0,4.17,74,0.942,0.19,1,6,3,0.694,6,0
64,1,1,1,12,4.92,71,0.535,0.01,0,2,1,0.736,3,0
63,0,0,1,0,4.39,44,0.848,0.565,10,7,0,0.009,4,0
37,0,1,1,0,4.43,53,0.691,0.896,8,0,2,0.013,7,0
50,0,0,1,0,6.33,60,0.327,0.943,6,1,1,0.696,6,0
55,0,0,0,12,5.43,68,0.497,0.54,6,7,1,0.106,6,0
42,1,1,1,24,4.32,86,0.543,0.262,2,5,3,0.232,0,0
38,1,1,1,18,6.42,66,0.761,0.488,3,4,1,0.362,5,0
63,1,1,0,0,5.03,76,0.736,0.148,8,7,4,0.309,6,0
49,0,0,0,12,3.7,83,0.836,0.961,3,0,0,0.951,4,0
58,1,1,1,12,6.12,50,0.506,0.178,9,7,1,0.369,5,0
53,1,1,0,18,4.77,61,0.998,0.182,2,5,0,0.469,5,0
56,1,0,0,24,3.72,82,0.786,0.051,2,0,4,0.494,7,0
48,0,0,1,24,3.96,58,0.753,0.792,8,4,5,0.627,6,0
64,1,1,0,0,5.73,58,0.813,0.199,6,3,3,0.248,10,0
57,1,0,1,18,5.46,58,0.586,0.276,2,7,5,0.791,10,0
62,0,1,1,12,6.14,80,0.908,0.061,2,4,3,0.961,9,0
46,1,0,1,0,5.51,41,0.6,0.819,8,2,5,0.084,3,0
36,1,1,1,18,4.39,88,0.52,0.71,2,3,1,0.125,6,0
61,0,1,0,12,5.16,85,0.417,0.697,5,3,3,0.042,3,0
42,0,0,1,18,3.83,55,0.32,0.926,10,9,4,0.701,4,0
62,1,1,1,0,4.07,61,0.461,0.598,3,6,4,0.388,0,0
42,0,0,1,24,6.15,76,0.819,0.152,0,3,4,0.23,7,0
52,0,1,0,12,5.02,66,0.459,0.199,9,4,0,0.375,4,0
65,0,0,1,12,6.07,76,0.834,0.16,5,9,1,0.425,7,0
33,0,0,0,0,5.54,51,0.641,0.935,4,8,5,0.126,5,0
60,0,1,1,12,3.62,56,0.754,0.349,9,10,4,0.34,0,0
40,0,1,0,0,3.54,78,0.694,0.98,3,4,2,0.587,9,0
33,1,0,1,0,3.69,39,0.611,0.234,10,5,4,0.119,3,0
41,0,0,1,18,6.03,53,0.299,0.052,9,3,0,0.818,5,0
58,0,0,0,24,5.99,75,0.735,0.128,4,2,3,0.433,5,0
